epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_sec,lr
23,0.5980755951669481,0.6388888888888888,1.0373809734980266,0.3333333333333333,0.058524131774902344,0.0007
24,0.5671248568428887,0.6111111111111112,1.0562166770299275,0.3333333333333333,0.062023162841796875,0.0007
25,0.5446614490614997,0.7777777777777778,1.0719877481460571,0.25,0.06046462059020996,0.0007
26,0.5505995882882012,0.6388888888888888,1.094055453936259,0.3333333333333333,0.057007551193237305,0.0007
27,0.5502420134014554,0.6388888888888888,1.1187905470530193,0.25,0.054320335388183594,0.0007
28,0.5451570285691155,0.6944444444444444,1.1401896079381306,0.25,0.05355715751647949,0.00049
29,0.5068274339040121,0.7777777777777778,1.1768452326456706,0.3333333333333333,0.05655956268310547,0.00049
30,0.47747599416308933,0.75,1.2088276942571003,0.3333333333333333,0.05811953544616699,0.00049
31,0.5025011433495415,0.7222222222222222,1.2351460059483845,0.3333333333333333,0.06139397621154785,0.00049
32,0.48034368952115375,0.7777777777777778,1.2670260667800903,0.3333333333333333,0.06022167205810547,0.00049
33,0.45525771379470825,0.8055555555555556,1.2988488674163818,0.3333333333333333,0.05863523483276367,0.00049
34,0.47610081566704643,0.8055555555555556,1.3219285011291504,0.3333333333333333,0.057793378829956055,0.00049
35,0.470554918050766,0.7222222222222222,1.3363059361775715,0.3333333333333333,0.05379366874694824,0.00049
36,0.5026869244045682,0.8055555555555556,1.3675605456034343,0.3333333333333333,0.051343441009521484,0.00049
37,0.4239055845472548,0.8888888888888888,1.3841907580693562,0.3333333333333333,0.058363914489746094,0.00049
38,0.4492163674698936,0.75,1.4016202290852864,0.3333333333333333,0.0616612434387207,0.00049
39,0.4280937049123976,0.8333333333333334,1.4108179012934368,0.3333333333333333,0.0583038330078125,0.00049
40,0.5085337095790439,0.6666666666666666,1.4238433837890625,0.3333333333333333,0.06420326232910156,0.00049
41,0.4286571443080902,0.8055555555555556,1.4411760568618774,0.3333333333333333,0.057683467864990234,0.000343
42,0.40825961695777047,0.8888888888888888,1.45295250415802,0.3333333333333333,0.07570886611938477,0.000343
43,0.4273086554474301,0.7222222222222222,1.4663163423538208,0.3333333333333333,0.05881690979003906,0.000343
44,0.4065626727210151,0.8333333333333334,1.4822194178899128,0.3333333333333333,0.0657963752746582,0.000343
45,0.3702804379993015,0.8611111111111112,1.5030031601587932,0.3333333333333333,0.07151913642883301,0.000343
46,0.3774437970585293,0.8611111111111112,1.5235915184020996,0.3333333333333333,0.0700531005859375,0.000343
47,0.39836399753888446,0.8333333333333334,1.5293246110280354,0.3333333333333333,0.093170166015625,0.000343
48,0.3256860507859124,0.8888888888888888,1.543155312538147,0.3333333333333333,0.07875823974609375,0.000343
49,0.3020662201775445,0.8888888888888888,1.5540245374043782,0.3333333333333333,0.0722498893737793,0.000343
50,0.3450242247846391,0.8888888888888888,1.5789796511332195,0.3333333333333333,0.07013869285583496,0.000343
51,0.33163345522350735,0.8333333333333334,1.5961313645044963,0.3333333333333333,0.06881904602050781,0.000343
52,0.36374587151739335,0.8611111111111112,1.6078418095906575,0.3333333333333333,0.06956100463867188,0.000343
53,0.4205647309621175,0.8333333333333334,1.610724925994873,0.3333333333333333,0.07513999938964844,0.000343
54,0.2900135881370968,0.9722222222222222,1.623621940612793,0.3333333333333333,0.0701751708984375,0.00024009999999999998
55,0.29620957871278125,0.9444444444444444,1.6352004210154216,0.3333333333333333,0.06889510154724121,0.00024009999999999998
56,0.30970249242252773,0.8333333333333334,1.6361209551493328,0.3333333333333333,0.05305361747741699,0.00024009999999999998
57,0.2715338369210561,0.9166666666666666,1.6278903484344482,0.3333333333333333,0.060216665267944336,0.00024009999999999998
58,0.27962808973259395,0.9166666666666666,1.6260685125986736,0.3333333333333333,0.05847477912902832,0.00024009999999999998
59,0.31679602132903206,0.8333333333333334,1.6281658013661702,0.3333333333333333,0.06192207336425781,0.00024009999999999998
60,0.23126529322730172,0.9444444444444444,1.6400555769602458,0.3333333333333333,0.05985212326049805,0.00024009999999999998
61,0.24695228205786812,0.9444444444444444,1.656830072402954,0.3333333333333333,0.060306549072265625,0.00024009999999999998
62,0.2213678393099043,0.9166666666666666,1.663545846939087,0.3333333333333333,0.052150726318359375,0.00024009999999999998
